S_No,STATE,DISTRICT,ASSESSMENT_UNIT,Rainfall_mm_C,Rainfall_mm_NC,Rainfall_mm_PQ,Rainfall_mm_Total,TGA_ha_Recharge_Worthy_C,TGA_ha_Recharge_Worthy_NC,TGA_ha_Recharge_Worthy_PQ,TGA_ha_Recharge_Worthy_Total,TGA_ha_Hilly_Area,TGA_ha_Total,GWR_ham_Rainfall_Recharge_C,GWR_ham_Rainfall_Recharge_NC,GWR_ham_Rainfall_Recharge_PQ,GWR_ham_Rainfall_Recharge_Total,GWR_ham_Canals_C,GWR_ham_Canals_NC,GWR_ham_Canals_PQ,GWR_ham_Canals_Total,GWR_ham_SW_Irrigation_C,GWR_ham_SW_Irrigation_NC,GWR_ham_SW_Irrigation_PQ,GWR_ham_SW_Irrigation_Total,GWR_ham_GW_Irrigation_C,GWR_ham_GW_Irrigation_NC,GWR_ham_GW_Irrigation_PQ,GWR_ham_GW_Irrigation_Total,GWR_ham_Tanks_Ponds_C,GWR_ham_Tanks_Ponds_NC,GWR_ham_Tanks_Ponds_PQ,GWR_ham_Tanks_Ponds_Total,GWR_ham_WC_Structure_C,GWR_ham_WC_Structure_NC,GWR_ham_WC_Structure_PQ,GWR_ham_WC_Structure_Total,GWR_ham_Pipelines_C,GWR_ham_Pipelines_NC,GWR_ham_Pipelines_PQ,GWR_ham_Pipelines_Total,GWR_ham_Sewage_FlashFlood_C,GWR_ham_Sewage_FlashFlood_NC,GWR_ham_Sewage_FlashFlood_PQ,GWR_ham_Sewage_FlashFlood_Total,Inflows_Outflows_ham_Base_Flow_C,Inflows_Outflows_ham_Base_Flow_NC,Inflows_Outflows_ham_Base_Flow_PQ,Inflows_Outflows_ham_Base_Flow_Total,Inflows_Outflows_ham_Stream_Recharges_C,Inflows_Outflows_ham_Stream_Recharges_NC,Inflows_Outflows_ham_Stream_Recharges_PQ,Inflows_Outflows_ham_Stream_Recharges_Total,Inflows_Outflows_ham_Lateral_Flows_C,Inflows_Outflows_ham_Lateral_Flows_NC,Inflows_Outflows_ham_Lateral_Flows_PQ,Inflows_Outflows_ham_Lateral_Flows_Total,Inflows_Outflows_ham_Vertical_Flows_C,Inflows_Outflows_ham_Vertical_Flows_NC,Inflows_Outflows_ham_Vertical_Flows_PQ,Inflows_Outflows_ham_Vertical_Flows_Total,Annual_GW_Recharge_ham_C,Annual_GW_Recharge_ham_NC,Annual_GW_Recharge_ham_PQ,Annual_GW_Recharge_ham_Total,Environmental_Flows_ham_Evaporation_C,Environmental_Flows_ham_Evaporation_NC,Environmental_Flows_ham_Evaporation_PQ,Environmental_Flows_ham_Evaporation_Total,Environmental_Flows_ham_Transpiration_C,Environmental_Flows_ham_Transpiration_NC,Environmental_Flows_ham_Transpiration_PQ,Environmental_Flows_ham_Transpiration_Total,Environmental_Flows_ham_Evapotranspiration_C,Environmental_Flows_ham_Evapotranspiration_NC,Environmental_Flows_ham_Evapotranspiration_PQ,Environmental_Flows_ham_Evapotranspiration_Total,Annual_Extractable_GW_Resource_ham_C,Annual_Extractable_GW_Resource_ham_NC,Annual_Extractable_GW_Resource_ham_PQ,Annual_Extractable_GW_Resource_ham_Total,GW_Extraction_all_uses_ham_Domestic_C,GW_Extraction_all_uses_ham_Domestic_NC,GW_Extraction_all_uses_ham_Domestic_PQ,GW_Extraction_all_uses_ham_Domestic_Total,GW_Extraction_all_uses_ham_Industrial_C,GW_Extraction_all_uses_ham_Industrial_NC,GW_Extraction_all_uses_ham_Industrial_PQ,GW_Extraction_all_uses_ham_Industrial_Total,GW_Extraction_all_uses_ham_Irrigation_C,GW_Extraction_all_uses_ham_Irrigation_NC,GW_Extraction_all_uses_ham_Irrigation_PQ,GW_Extraction_all_uses_ham_Irrigation_Total,Stage_of_GW_Extraction_Percent_C,Stage_of_GW_Extraction_Percent_NC,Stage_of_GW_Extraction_Percent_PQ,Stage_of_GW_Extraction_Percent_Total,Allocation_GW_Domestic_2025_ham_C,Allocation_GW_Domestic_2025_ham_NC,Allocation_GW_Domestic_2025_ham_PQ,Allocation_GW_Domestic_2025_ham_Total,Net_Annual_GW_Availability_Future_Use_ham_C,Net_Annual_GW_Availability_Future_Use_ham_NC,Net_Annual_GW_Availability_Future_Use_ham_PQ,Net_Annual_GW_Availability_Future_Use_ham_Total,Quality_Tagging_Major_Parameter,Quality_Tagging_Other_Parameters,Additional_Potential_Resources_ham_Waterlogged_Shallow,Additional_Potential_Resources_ham_Flood_Prone,Additional_Potential_Resources_ham_Spring_Discharge,Coastal_Areas_C,Coastal_Areas_NC,Coastal_Areas_PQ,Coastal_Areas_Total,In_Storage_Unconfined_GW_Resources_ham_Fresh,In_Storage_Unconfined_GW_Resources_ham_Saline,Total_GW_Availability_Unconfined_Aquifer_ham_Fresh,Total_GW_Availability_Unconfined_Aquifer_ham_Saline,Dynamic_Confined_GW_Resources_ham_Fresh,Dynamic_Confined_GW_Resources_ham_Saline,In_Storage_Confined_GW_Resources_ham_Fresh,In_Storage_Confined_GW_Resources_ham_Saline,Total_Confined_GW_Resources_ham_Fresh,Total_Confined_GW_Resources_ham_Saline,Dynamic_Semi_Confined_GW_Resources_ham_Fresh,Dynamic_Semi_Confined_GW_Resources_ham_Saline,In_Storage_Semi_Confined_GW_Resources_ham_Fresh,In_Storage_Semi_Confined_GW_Resources_ham_Saline,Total_Semi_Confined_GW_Resources_ham_Fresh,Total_Semi_Confined_GW_Resources_ham_Saline,Total_GW_Availability_in_area_ham_Fresh,Total_GW_Availability_in_area_ham_Saline
1,ANDAMAN AND NICOBAR ISLANDS,N & M ANDAMAN,,0,3015.7,0,3015.7,0,58040,0,58040,286106,344146,0,16376.36,0,16376.36,0,,0,0,0,0,0,0,0,0,0,0,0,151.9,0,151.9,0,0,0,0,,,,,,,,,0,16528.26,0,16528.26,,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16528.26,0,16528.26,0,1652.84,0,1652.84,0,14875.42,0,14875.42,,262.063065,,262.063065,,83.244524676865,,83.244524676865,,0.804,,0.804,,346.11,,346.11,,2.3267242202237,,2.3267242202237,0,269.19,0,269.19,0,14522.18,0,14522.18,,,,,,,0,0,0,,,,,0,0,14875.42,0,0,,0,,0,,,,,,,,14875.42,0
2,ANDAMAN AND NICOBAR ISLANDS,NICOBAR,,0,2805.2,2805.2,2805.2,0,37247,828,38075,156091,194166,0,10996.24,348.4,11344.64,0,,0,0,0,0,0,0,0,0,0,0,0,16.14,0,16.14,0,0,0,0,,,,,,,,,0,11012.38,348.4,11360.78,,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11012.38,348.4,11360.78,0,1101.25,34.84,1136.09,0,9911.13,313.56,10224.69,,88.2878425,3.151775,91.4396175,,0.945722794520548,0,0.945722794520548,,0.253,0,0.253,,89.45,3.15,92.6,,0.902520701473999,1.00459242250287,0.902520701473999,0,90.68,3.24,90.68,0,9819.28,310.32,9819.28,,,,,,,0,0,0,,,,,0,0,9911.13,313.56,0,,0,,0,,,,,,,,9911.13,313.56
3,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,,0,3015.7,0,3015.7,0,31524,0,31524,215321,246845,0,10777.26,0,10777.26,0,,0,0,0,0,0,0,0,0,0,0,0,20.46,0,20.46,0,0,0,0,,,,,,,,,0,10797.72,0,10797.72,,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10797.72,0,10797.72,0,1079.76,0,1079.76,0,9717.96,0,9717.96,,322.8561875,,322.8561875,,13.6100975,,13.6100975,,10.647,,10.647,,347.12,,347.12,,3.5719430827046,,3.5719430827046,0,331.62,0,331.62,0,9362.07,0,9362.07,,,,,,,0,0,0,,,,,0,0,9717.96,0,0,,0,,0,,,,,,,,9717.96,0
4,ANDHRA PRADESH,Alluri Sitharama Raju,,0,1257.83275539669,0,1257.83275539669,0,639234.6759948,0,639234.6759948,586107.710838162,1225342.38683296,0,46193.79,0,46193.79,,,,,0,3291.54,0,3291.54,0,15.7,0,15.7,,68.13,,68.13,,3186.902,,3186.902,,,,,,,,,0,52755.61,0,52755.61,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,0,0,52755.61,0,52755.61,0,2638.05,0,2638.05,0,50117.56,0,50117.56,,1579.663242,,1579.663242,,0,,0,,566.488552631579,,566.488552631579,,2146.48,,2146.48,,4.28289006887007,,4.28289006887007,0,2173.35,0,2173.35,0,47784.38,0,47784.38,,,,,,,,,,,,,,0,0,50117.56,0,0,,0,,0,,,,,,,,50117.56,0
5,ANDHRA PRADESH,Anakapalli,,1205.7473777133,1176.35443574736,0,1182.55283278972,73066,273414.65992,0,346480.65992,82764.41,429245.06992,6895.81,28297.31,0,35193.12,2015.7,,,2015.7,8920.3,17037.26,0,25957.56,968.49,2253.3,0,3221.79,514.78,1525.46,0,2040.24,1331.75,3123.874,,4455.624,,,,,,,,,20660.11,52237.34,0,72897.45,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,0,20660.11,52237.34,0,72897.45,1033.07,2612.14,0,3645.22,19627.04,49625.2,0,69252.24,1097.549568,3860.3264616,,4957.8760296,78.252,411.205,,489.457,4410.046265255,11866.493657108,,16276.539922363,5585.85,16138.12,,21723.97,28.4599715494542,32.5200099949219,,31.3693391000782,1954.19,6208.97,0,8163.16,13485.43,31575.15,0,45060.58,,,,,,,,,,,,,,1247986.28,0,1317238.51,0,0,,0,,0,,,,,,,,1317238.51,0
6,ANDHRA PRADESH,Ananthapuramu,,514.406189751811,515.242708678588,0,515.027156066895,243887,702592.33,0,946479.33,97831.67,1044311,10732.19,31577.25,0,42309.44,8479.5,,0,8479.5,6520.35,867.49,0,7387.84,3103.41,5317.78,0,8421.19,1810.31,3681.29,0,5491.6,13058.94,40971.742,0,54030.682,,,,,,,,,43704.57,82415.45,0,126120.02,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,0,43704.57,82415.45,0,126120.02,2185.29,4120.8,0,6306.09,41519.28,78294.65,0,119813.93,851.04,2615.76,,3466.8,61.2,666.092,,727.292,11161.2021415,26463.66528915,,37624.86743065,12073.45,29745.65,,41819.1,29.0791410641032,37.9919317603438,,34.9033705847058,851.04,2615.76,0,3466.8,29525.7,49382.13,0,78907.83,,,,,,,,,,,,,,0,0,119813.93,0,0,,0,,0,,,,,,,,119813.93,0
7,ANDHRA PRADESH,Annamayya,,731.503429620585,751.516316733078,0,748.14514042152,112199,553867,0,666066,128462,794528,7353.17,40177.3,0,47530.47,28.89,,,28.89,73.71,954.94,0,1028.65,1162.32,7071.68,0,8234,1716.63,6764.83,0,8481.46,2564.532,21524.844,0,24089.376,,,,,,,,,12899.16,76493.67,0,89392.83,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,0,12899.16,76493.67,0,89392.83,644.94,3824.93,0,4469.87,12254.22,72668.74,0,84922.96,612.46635,3213.29961,,3825.76596,0,137.748,,137.748,4391.245,24895.11335,,29286.35835,5003.71,28246.21,,33249.92,40.8325458495114,38.8698221546156,,39.153039413605,726.87,3812.83,0,4539.7,7187.64,44298.64,0,51486.28,,,,,,,,,,,,,,0,0,84922.96,0,0,,0,,0,,,,,,,,84922.96,0
8,ANDHRA PRADESH,Bapatla,,811.123697491651,796.839311806369,860.687621018462,826.517288841886,238962,17931,123225,380118,2767,382885,20661.84,1945.78,9054.56,31662.18,9235.07,,555.88,9790.95,29737.28,386.28,21325.93,51449.49,3523.21,46.9,0,3570.11,932.98,5.63,0,938.61,5871.284,312.084,674.646,6858.014,,,,,,,,,69961.73,2696.67,31611.04,104269.44,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,0,69961.73,2696.67,31611.04,104269.44,3498.12,134.85,1580.58,5213.55,66463.61,2561.82,30030.46,99055.89,2056.17484875,126.459725,204.409198,2387.04377175,63.9416,0,0,63.9416,15322.37054,189.281,0,15511.65154,17442.43,315.71,204.44,17962.58,26.2435790051127,12.3236605225972,0.680775452657069,25.7269530954027,2440.21,150.08,242.59,2590.29,49016.5,2222.49,29787.82,51238.99,,,,,,,,,,,,,,722005.07,246755.29,791030.51,276785.74,0,,0,,0,,,,,,,,791030.51,276785.74
9,ANDHRA PRADESH,Chittoor,,1067.81727833712,905.455220913871,0,906.287783131994,3079,597371.95,0,600450.95,85448.05,685899,321.41,53330.98,0,53652.39,,,,,38.6,432.24,0,470.84,140.64,11067.04,0,11207.68,71.62,7521.73,,7593.35,233.954,9868.592,,10102.546,,,,,,,,,806.22,82220.24,0,83026.46,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,0,806.22,82220.24,0,83026.46,40.31,4111.16,0,4151.47,765.91,78109.08,0,78874.99,39.105643,4247.69744,,4286.803083,4.32,1409.1092,,1413.4292,441.5714155,37363.1195652431,,37804.6909807431,484.99,43019.75,,43504.74,63.3220613387996,55.0765032695303,,55.1565711767444,52.56,6157.96,0,6210.52,274.38,35371.65,0,35646.03,,,,,,,,,,,,,,3225230.86,0,3304105.86,0,0,,0,,0,,,,,,,,3304105.86,0
10,ANDHRA PRADESH,East Godavari,,1168.3393487619,1120.91575963374,0,1144.70263859019,127679.43216,126873.38,0,254552.81216,3081.92,257634.73216,15046.12,13252.71,0,28298.83,14267.89,,0,14267.89,34067.02,10382.66,0,44449.68,4544.57,2991.78,0,7536.35,10554.64,5055.92,,15610.56,911.03,1809.266,0,2720.296,,,,,,,,,79391.13,33492.2,0,112883.33,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,0,79391.13,33492.2,0,112883.33,3969.64,1674.66,0,5644.3,75421.49,31817.54,0,107239.03,942.2500404,1373.6413431,,2315.8913835,984.85196,327.7981,,1312.65006,17683.1986255061,14938.912,,32622.1106255061,19610.32,16640.39,,36250.71,26.000971341192,52.2994235255145,,33.8036533900018,1145.8,1665.66,0,2811.46,56168.46,15646.41,0,71814.87,,,,,,,,,,,,,,0,0,107239.03,0,0,,0,,0,,,,,,,,107239.03,0
